date,copper_price_usd_per_metric_ton,copper_price_usd_per_lb
2001-10-01,1377.37608695652,0.624767284187858
2001-11-01,1434.29318181818,0.6505844441613232
2001-12-01,1472.84705882353,0.6680721886195334
2002-01-01,1508.22727272727,0.6841203837086957
2002-02-01,1561.3675,0.7082243853598853
2002-03-01,1607.3925,0.7291009742066421
2002-04-01,1588.57142857143,0.7205638798042587
2002-05-01,1597.02272727273,0.724397324414974
2002-06-01,1650.59444444444,0.7486970465922371
2002-07-01,1588.2847826087,0.720433859382564
2002-08-01,1482.91666666667,0.6726396859099041
2002-09-01,1478.93333333333,0.6708328763012192
2002-10-01,1486.17173913043,0.674116161944501
2002-11-01,1581.03571428571,0.7171457372988896
2002-12-01,1592.96428571429,0.722556446288431
2003-01-01,1650.311363636364,0.7485686432974927
2003-02-01,1682.145,0.7630081378735014
2003-03-01,1655.692857142857,0.7510096476932896
2003-04-01,1587.8675,0.7202445831749653
2003-05-01,1651.1,0.7489263627350425
2003-06-01,1685.107142857143,0.7643517432734782
2003-07-01,1712.826086956522,0.7769248448319567
2003-08-01,1756.725,0.79683705685647
2003-09-01,1789.670454545455,0.811780863677002
2003-10-01,1925.582608695652,0.8734295798414932
2003-11-01,2053.275,0.9313498742927713
2003-12-01,2202.035714285714,0.9988265993051065
2004-01-01,2421.47619047619,1.0983631250577433
2004-02-01,2751.7175,1.2481580634421687
2004-03-01,3000.282608695652,1.3609053002892857
2004-04-01,2926.975,1.3276535282941078
2004-05-01,2728.460526315789,1.2376088776208733
2004-06-01,2689.045454545455,1.2197305017878546
2004-07-01,2816.795454545455,1.277676927103948
2004-08-01,2844.202380952381,1.2901084998177061
2004-09-01,2903.170454545455,1.3168559680955532
2004-10-01,3009.404761904762,1.3650430393863788
2004-11-01,3130.309090909091,1.4198843205687017
2004-12-01,3139.785714285714,1.4241828446293063
2005-01-01,3168.1,1.4370259886020764
2005-02-01,3247.1,1.4728597858621262
2005-03-01,3378.904761904762,1.5326454202419286
2005-04-01,3389.809523809524,1.5375917370427432
2005-05-01,3241.9,1.4705011055361483
2005-06-01,3529.727272727273,1.6010573604326317
2005-07-01,3608.47619047619,1.6367772686992523
2005-08-01,3791.909090909091,1.71998103281236
2005-09-01,3850.659090909091,1.746629584572207
2005-10-01,4056.166666666667,1.8398462529912112
2005-11-01,4278.159090909091,1.9405403229098188
2005-12-01,4577.025,2.076103619040251
2006-01-01,4743.857142857143,2.1517774061744603
2006-02-01,4974.975,2.2566107028331226
2006-03-01,5123.673913043478,2.3240593952734994
2006-04-01,6404.444444444444,2.9050071365250005
2006-05-01,8059.190476190476,3.6555873114422077
2006-06-01,7222.772727272727,3.2761946020823856
2006-07-01,7726.738095238095,3.5047894479274166
2006-08-01,7690.25,3.488238726317704
2006-09-01,7622.642857142857,3.4575726421344877
2006-10-01,7497.409090909091,3.4007675612568518
2006-11-01,7029.295454545455,3.1884347873312917
2006-12-01,6680.973684210526,3.0304386898699813
2007-01-01,5689.340909090909,2.580641628856602
2007-02-01,5718.15,2.59370921269056
2007-03-01,6465.295454545455,2.932608690436758
2007-04-01,7753.342105263158,3.5168568238963083
2007-05-01,7677.952380952381,3.4826606201438595
2007-06-01,7514.238095238095,3.4084010692215863
2007-07-01,7980.931818181818,3.620089781253273
2007-08-01,7500.204545454545,3.402035558110415
2007-09-01,7671.35,3.479665830517515
2007-10-01,8020.586956521739,3.6380770494506396
2007-11-01,6957.431818181818,3.1558379901689557
2007-12-01,6630.736111111111,3.0076513100056603
2008-01-01,7078.909090909091,3.2109391542526633
2008-02-01,7941.142857142857,3.602041812100638
2008-03-01,8434.315789473683,3.8257412914840194
2008-04-01,8714.181818181818,3.9526863868346855
2008-05-01,8356.125,3.7902745459447384
2008-06-01,8292.0,3.761187935194097
2008-07-01,8407.021739130436,3.8133609184915445
2008-08-01,7633.8,3.462633437009732
2008-09-01,6975.113636363636,3.1638583279906816
2008-10-01,4894.891304347826,2.220285349493432
2008-11-01,3729.1875,1.691530997717877
2008-12-01,3105.095238095238,1.4084475093044442
2009-01-01,3260.357142857143,1.4788731247151692
2009-02-01,3328.4125,1.5097425154786808
2009-03-01,3770.875,1.7104401296581089
2009-04-01,4436.925,2.01255532794996
2009-05-01,4591.460526315789,2.082651463639518
2009-06-01,5015.431818181818,2.2749616068902614
2009-07-01,5228.413043478261,2.371568265718992
2009-08-01,6176.875,2.8017833727932993
2009-09-01,6195.75,2.810344928784229
2009-10-01,6305.988636363636,2.860348333159911
2009-11-01,6682.440476190476,3.031104015521022
2009-12-01,6976.97619047619,3.1647031683255564
2010-01-01,7367.375,3.3417850897311396
2010-02-01,6867.675,3.1151249822520644
2010-03-01,7466.934782608696,3.386944647519173
2010-04-01,7729.8375,3.506195314280137
2010-05-01,6843.157894736842,3.104004210360883
2010-06-01,6501.5,2.9490307960280293
2010-07-01,6750.568181818182,3.0620062230052696
2010-08-01,7302.666666666667,3.312433883431109
2010-09-01,7729.590909090909,3.5060834625251682
2010-10-01,8289.761904761905,3.760172752269912
2010-11-01,8458.420454545456,3.8366749836511502
2010-12-01,9152.857142857143,4.151666167181548
2011-01-01,9533.2,4.324186785310222
2011-02-01,9880.9375,4.481917862205369
2011-03-01,9503.358695652174,4.310650997335849
2011-04-01,9482.75,4.301303050224532
2011-05-01,8931.675,4.051339634717165
2011-06-01,9066.852272727274,4.112655014275084
2011-07-01,9650.464285714286,4.377376970628327
2011-08-01,8997.988636363636,4.081418994223889
2011-09-01,8300.136363636364,3.7648785276621917
2011-10-01,7394.190476190476,3.353948385139256
2011-11-01,7581.022727272727,3.4386940687711562
2011-12-01,7558.875,3.4286480286589818
2012-01-01,8061.916666666667,3.6568238906424115
2012-02-01,8441.488095238095,3.828994594656792
2012-03-01,8470.784090909092,3.8422830347758525
2012-04-01,8285.526315789473,3.7582515214279497
2012-05-01,7896.909090909091,3.5819777132238126
2012-06-01,7428.289473684211,3.369415430240034
2012-07-01,7584.261363636364,3.4401630895161386
2012-08-01,7510.431818181818,3.406674570989305
2012-09-01,8087.7425,3.6685382916011267
2012-10-01,8062.032608695652,3.6568764810621657
2012-11-01,7711.227272727273,3.4977538571781834
2012-12-01,7966.486842105263,3.613537650314621
2013-01-01,8053.738636363636,3.653114398492217
2013-02-01,8060.925,3.656374078208451
2013-03-01,7652.375,3.471058915289547
2013-04-01,7221.161904761905,3.27546394528144
2013-05-01,7248.714285714286,3.2879614950672535
2013-06-01,7000.2375,3.1752543208506134
2013-07-01,6906.641304347826,3.132799800606158
2013-08-01,7186.25,3.2596281716459936
2013-09-01,7159.269047619048,3.2473898175003972
2013-10-01,7203.021739130435,3.2672357045535687
2013-11-01,7070.654761904762,3.2071950535936904
2013-12-01,7214.9,3.272623593057391
2014-01-01,7291.465909090909,3.3073533052522652
2014-02-01,7149.2125,3.24282824422803
2014-03-01,6650.035714285714,3.016405462757029
2014-04-01,6673.5625,3.027077033256603
2014-05-01,6891.125,3.1257617233374844
2014-06-01,6821.142857142857,3.0940183572746145
2014-07-01,7113.380434782609,3.2265750928304495
2014-08-01,7001.8375,3.175980068643222
2014-09-01,6872.215909090909,3.117184703970292
2014-10-01,6737.478260869565,3.0560687347340947
2014-11-01,6712.85,3.0448975435079224
2014-12-01,6446.452380952381,2.9240616160204236
2015-01-01,5830.535714285714,2.6446865152303087
2015-02-01,5729.275,2.5987554278110414
2015-03-01,5939.670454545455,2.694189200755572
2015-04-01,6042.0875,2.7406447911706535
2015-05-01,6294.776315789474,2.8552625100932123
2015-06-01,5833.011363636364,2.645809450887501
2015-07-01,5456.75,2.4751401670731292
2015-08-01,5127.3,2.3257041606513136
2015-09-01,5217.25,2.3665047943670285
2015-10-01,5216.090909090909,2.365979039574088
2015-11-01,4799.904761904762,2.177200178552446
2015-12-01,4638.833333333333,2.104139407466178
2016-01-01,4471.7875,2.028368691962346
2016-02-01,4598.619047619048,2.0858985142858817
2016-03-01,4953.797619047619,2.247004804408484
2016-04-01,4872.738095238095,2.210236822861817
2016-05-01,4694.5375,2.1294063924645754
2016-06-01,4641.965909090909,2.105560319929453
2016-07-01,4864.904761904762,2.206683682627171
2016-08-01,4751.670454545455,2.1553214647436825
2016-09-01,4722.204545454545,2.141955953193724
2016-10-01,4731.261904761905,2.146064302271336
2016-11-01,5450.931818181818,2.472501084190916
2016-12-01,5660.35,2.5674915736825743
2017-01-01,5754.559523809524,2.610224294899743
2017-02-01,5940.9125,2.694752583097419
2017-03-01,5824.630434782609,2.642007925502737
2017-04-01,5683.902777777778,2.578174933983839
2017-05-01,5599.559523809524,2.5399174774907842
2017-06-01,5719.761363636364,2.594440114941923
2017-07-01,5985.119047619048,2.714804335818276
2017-08-01,6485.625,2.941830017148241
2017-09-01,6577.166666666667,2.983352618720145
2017-10-01,6807.602272727273,3.087876451493214
2017-11-01,6826.545454545455,3.0964689342366696
2017-12-01,6833.894736842105,3.0998025126142017
2018-01-01,7065.852272727273,3.2050166811439467
2018-02-01,7006.525,3.1781062828793796
2018-03-01,6799.178571428571,3.0840555248537593
2018-04-01,6851.5125,3.1077937955657915
2018-05-01,6825.27380952381,3.0958921257570196
2018-06-01,6965.857142857143,3.159659653159661
2018-07-01,6250.75,2.8352925091551495
2018-08-01,6051.045454545455,2.7447080510066866
2018-09-01,6050.7625,2.7445797049837037
2018-10-01,6219.586956521739,2.8211571903955783
2018-11-01,6195.920454545455,2.810422245665544
2018-12-01,6075.315789473684,2.7557168897567075
2019-01-01,5939.102272727273,2.6939314778178556
2019-02-01,6300.4875,2.857853059676944
2019-03-01,6439.464285714286,2.920891869336933
2019-04-01,6438.3625,2.9203921077431385
2019-05-01,6017.904761904762,2.729675685675747
2019-06-01,5882.225,2.6681323808607207
2019-07-01,5941.195652173913,2.6948810187631627
2019-08-01,5709.440476190476,2.5897586391409138
2019-09-01,5759.25,2.612351859113194
2019-10-01,5757.297826086957,2.6114663679205816
2019-11-01,5859.952380952381,2.6580296907923318
2019-12-01,6077.0625,2.7565091843247074
2020-01-01,6031.209090909091,2.735710427805141
2020-02-01,5687.75,2.5799200046309965
2020-03-01,5182.631818181818,2.3508022512178606
2020-04-01,5057.972,2.2942575087975827
2020-05-01,5239.826315789474,2.3767452389604324
2020-06-01,5754.595454545455,2.6102405928074233
2020-07-01,6372.460869565217,2.8904996309822932
2020-08-01,6508.392857142857,2.952157343438151
2020-09-01,6704.9,3.041291484163398
2020-10-01,6713.811363636364,3.0453336107185383
2020-11-01,7068.907142857143,3.206402346927359
2020-12-01,7772.238095238095,3.525427900779724
2021-01-01,7972.1475,3.6161052815470067
2021-02-01,8470.94,3.8423537539499617
2021-03-01,8988.247826086958,4.077000637001065
2021-04-01,9324.8175,4.229666073189432
2021-05-01,10166.285,4.611349311112484
2021-06-01,9631.5,4.368774915318613
2021-07-01,9450.820454545456,4.286820052016637
2021-08-01,9370.138571428572,4.250223365406897
2021-09-01,9324.709545454545,4.229617105831267
2021-10-01,9829.219047619048,4.458458766797488
2021-11-01,9728.904545454545,4.412956873977164
2021-12-01,9551.18,4.332342376129661
2022-01-01,9782.3375,4.4371936544858634
2022-02-01,9943.175,4.510148317356918
2022-03-01,10230.89391304348,4.640655421127575
2022-04-01,10174.34761904762,4.6150064535977675
2022-05-01,9395.027272727273,4.261512690424665
2022-06-01,9067.551818181819,4.112972322756
2022-07-01,7544.809523809524,3.422268035973215
2022-08-01,7990.812173913043,3.624571435229601
2022-09-01,7746.011363636364,3.5135316554251648
2022-10-01,7651.082857142857,3.470472809148106
2022-11-01,8049.861363636364,3.6513556971652426
2022-12-01,8371.091363636364,3.7970631743025316
2023-01-01,9007.346363636363,4.085663587918899
2023-02-01,8936.587,4.053567680440473
2023-03-01,8856.310869565217,4.017155040151596
2023-04-01,8809.1575,3.995766631479087
2023-05-01,8243.156086956522,3.739032708898052
2023-06-01,8396.517727272727,3.808596378854503
2023-07-01,8476.679047619047,3.8449569421632113
2023-08-01,8347.828260869564,3.7865112083761368
2023-09-01,8276.71380952381,3.7542542358219158
2023-10-01,7941.355909090909,3.6021384508387695
2023-11-01,8189.587727272727,3.714734509651691
2023-12-01,8407.900476190476,3.8137595069175494
2024-01-01,8351.339565217391,3.7881039092383944
2024-02-01,8304.950476190475,3.767062172386889
2024-03-01,8692.819047619048,3.9429963970972266
2024-04-01,9445.593636363636,4.284449207167999
2024-05-01,10117.16347826087,4.589068163630141
2024-06-01,9648.167,4.3763349393557425
2024-07-01,9385.313043478262,4.2571063901531865
2024-08-01,8981.117727272727,4.0737664785788725
2024-09-01,9259.128571428571,4.1998700763709715
2024-10-01,9533.991304347826,4.324545714925045
2024-11-01,9075.727142857142,4.116680587654109
2024-12-01,8909.907727272726,4.041466165884085
2025-01-01,8976.68043478261,4.071753756560208
2025-02-01,9330.975,4.2324590682100505
2025-03-01,9735.823333333334,4.4160951833712625
2025-04-01,9172.69590909091,4.160664880182945
2025-05-01,9531.200909090909,4.323280012926162
2025-06-01,9835.068095238095,4.46111185017148
2025-07-01,9770.580434782609,4.431860739405191
2025-08-01,9671.875714285714,4.387089031267271
2025-09-01,9994.773181818182,4.533552858955145
2025-10-01,10739.91826086957,4.871544981639338
2025-11-01,10812.028,4.904253409139021
2025-12-01,11790.96409090909,5.3482913510653765
2026-01-01,12986.60681818182,5.890625769857073
2026-02-01,12951.345,5.87463127816406
2026-03-01,12528.70954545455,5.682927060530002
2026-04-01,12890.68772727273,5.847117602046889
2026-05-01,13512.15619047619,6.129010955387997
2026-06-01,13552.04090909091,6.147102359446403
