app_id,app_name,historical_name,bundle_package_id,owner,month,country,platform,downloads,mau,dau,store_revenue,rank_category,rank_grossing,rating,rating_count,review_increment,update_count,data_provider,secondary_check,confidence,collected_date,note
JOYY_BIGOLIVE,Bigo Live,,sg.bigo.live,BIGO Technology Pte. Ltd. / JOYY,2026-07,Malaysia,Google Play,,,,,12,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #12; all-category usage rank #167. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_BIGOLIVE,Bigo Live,,sg.bigo.live,BIGO Technology Pte. Ltd. / JOYY,2026-07,United States,Google Play,,,,,13,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #13; all-category usage rank #332. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_BIGOLIVE,Bigo Live,,sg.bigo.live,BIGO Technology Pte. Ltd. / JOYY,2026-07,Australia,Google Play,,,,,13,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #13; all-category usage rank not shown in public top-country table. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_IMO,imo,,com.imo.android.imoim,"PageBites, Inc. / JOYY",2026-07,Saudi Arabia,Google Play,,,,,2,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Communication usage rank #2; all-category usage rank #4. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_IMO,imo,,com.imo.android.imoim,"PageBites, Inc. / JOYY",2026-07,United Arab Emirates,Google Play,,,,,4,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Communication usage rank #4; all-category usage rank #10. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_IMO,imo,,com.imo.android.imoim,"PageBites, Inc. / JOYY",2026-07,Kuwait,Google Play,,,,,5,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Communication usage rank #5; all-category usage rank #11. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_IMO,imo,,com.imo.android.imoim,"PageBites, Inc. / JOYY",2026-07,Malaysia,Google Play,,,,,9,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Communication usage rank #9; all-category usage rank #25. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_IMO,imo,,com.imo.android.imoim,"PageBites, Inc. / JOYY",2026-07,Singapore,Google Play,,,,,10,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Communication usage rank #10; all-category usage rank #38. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_LIKEE,Likee,,video.like,Likeme Pte. Ltd. / JOYY,2026-07,Russia,Google Play,,,,,6,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #6; all-category usage rank #45. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_LIKEE,Likee,,video.like,Likeme Pte. Ltd. / JOYY,2026-07,Saudi Arabia,Google Play,,,,,7,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #7; all-category usage rank #84. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_LIKEE,Likee,,video.like,Likeme Pte. Ltd. / JOYY,2026-07,United Arab Emirates,Google Play,,,,,9,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #9; all-category usage rank #158. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_LIKEE,Likee,,video.like,Likeme Pte. Ltd. / JOYY,2026-07,Kuwait,Google Play,,,,,10,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #10; all-category usage rank #124. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_LIKEE,Likee,,video.like,Likeme Pte. Ltd. / JOYY,2026-07,Egypt,Google Play,,,,,12,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #12; all-category usage rank #327. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_HAGO,Hago,,com.yy.hiyo,HAGO SINGAPORE PTE. LTD. / JOYY,2026-07,Indonesia,Google Play,,,,,12,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #12; all-category usage rank #235. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_HAGO,Hago,,com.yy.hiyo,HAGO SINGAPORE PTE. LTD. / JOYY,2026-07,Brazil,Google Play,,,,,13,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #13; all-category usage rank #443. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_HAGO,Hago,,com.yy.hiyo,HAGO SINGAPORE PTE. LTD. / JOYY,2026-07,Egypt,Google Play,,,,,19,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #19; all-category usage rank #573. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_HAGO,Hago,,com.yy.hiyo,HAGO SINGAPORE PTE. LTD. / JOYY,2026-07,Taiwan,Google Play,,,,,25,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #25; all-category usage rank #395. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_HAGO,Hago,,com.yy.hiyo,HAGO SINGAPORE PTE. LTD. / JOYY,2026-07,Singapore,Google Play,,,,,46,,,,,,Similarweb public app page,Google Play developer identity / JOYY filings,medium,2026-08-01,"Similarweb July 2026 28-day usage-rank snapshot. Social usage rank #46; all-category usage rank not shown in public top-country table. This is a point-in-time rank based on current installs and active users, not downloads, MAU, revenue or growth."
JOYY_SHOPLINE_ADMIN,SHOPLINE,,com.shopline.admin,STARLING LABS LIMITED / Shopline / JOYY,2026-07,Global,Google Play,,,,,,,,,,,Google Play public listing,Shopline official site / JOYY Q1 2026 segment disclosure,high,2026-08-01,"Identity snapshot only. Google Play showed 5K+ cumulative installs and an update on 2026-07-09. The admin app is not a valid proxy for merchant count, GMV or segment growth."
