run_id,company,listed_entity,consolidation_scope,period,frequency,metric_id,metric_name,metric_group,business_module,value,unit,currency,scale,value_type,scenario,source_id,confidence,estimate_method,low_value,base_value,high_value,note
CU_PHASE1_20260803_V1,中国联通,A/H,Control/权益桥接,2025,Point,ENTITY_VOTE_CONTROL_H_PCT,合计控制H股表决权,Control,Equity Bridge,0.7993,%,CNY,1,Derived,Actual,S_A2025,High,53.52%+26.41%,,,,
CU_PHASE1_20260803_V1,中国联通,A/H,Control/权益桥接,2025,Point,ENTITY_A_EFFECTIVE_H_PCT,A股对H股有效经济权益,Control,Equity Bridge,0.4393992,%,CNY,1,Derived,Actual,S_A2025,High,82.10%×53.52%,,,,
CU_PHASE1_20260803_V1,中国联通,A/H,Control/权益桥接,2025,Point,ENTITY_H_NCI_PCT,H股经营主体少数股东经济权益,Control,Equity Bridge,0.5606008,%,CNY,1,Derived,Actual,S_A2025,High,1-43.93992%,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,FIN_REV_TOTAL,营业收入,Financial,H Operating Entity,303.838,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,FIN_REV_TOTAL,营业收入,Financial,H Operating Entity,327.854,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,FIN_REV_TOTAL,营业收入,Financial,H Operating Entity,354.944,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,FIN_REV_TOTAL,营业收入,Financial,H Operating Entity,372.597,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,FIN_REV_TOTAL,营业收入,Financial,H Operating Entity,389.589,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,FIN_REV_TOTAL,营业收入,Financial,H Operating Entity,392.223,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,FIN_SERVICE_REV,服务收入,Financial,H Operating Entity,275.814,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,FIN_SERVICE_REV,服务收入,Financial,H Operating Entity,296.153,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,FIN_SERVICE_REV,服务收入,Financial,H Operating Entity,319.348,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,FIN_SERVICE_REV,服务收入,Financial,H Operating Entity,335.17,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,FIN_SERVICE_REV,服务收入,Financial,H Operating Entity,345.975,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,FIN_SERVICE_REV,服务收入,Financial,H Operating Entity,347.738,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_TERMINAL,通信产品销售收入,Revenue,Statutory Service Mix,28.024,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_TERMINAL,通信产品销售收入,Revenue,Statutory Service Mix,31.701,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_TERMINAL,通信产品销售收入,Revenue,Statutory Service Mix,35.596,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_TERMINAL,通信产品销售收入,Revenue,Statutory Service Mix,37.427,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_TERMINAL,通信产品销售收入,Revenue,Statutory Service Mix,43.614,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_TERMINAL,通信产品销售收入,Revenue,Statutory Service Mix,44.485,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_VOICE,语音服务收入,Revenue,Statutory Service Mix,23.183,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_VOICE,语音服务收入,Revenue,Statutory Service Mix,22.039,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_VOICE,语音服务收入,Revenue,Statutory Service Mix,21.303,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_VOICE,语音服务收入,Revenue,Statutory Service Mix,21.207,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_VOICE,语音服务收入,Revenue,Statutory Service Mix,20.4,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_VOICE,语音服务收入,Revenue,Statutory Service Mix,19.557,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_BB_MOBILE_DATA,宽带及移动数据服务收入,Revenue,Statutory Service Mix,150.73,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_BB_MOBILE_DATA,宽带及移动数据服务收入,Revenue,Statutory Service Mix,155.918,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_BB_MOBILE_DATA,宽带及移动数据服务收入,Revenue,Statutory Service Mix,155.918,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_BB_MOBILE_DATA,宽带及移动数据服务收入,Revenue,Statutory Service Mix,154.748,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_BB_MOBILE_DATA,宽带及移动数据服务收入,Revenue,Statutory Service Mix,154.189,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_BB_MOBILE_DATA,宽带及移动数据服务收入,Revenue,Statutory Service Mix,153.221,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_DATA_INTERNET_APP,数据及互联网应用服务收入,Revenue,Statutory Service Mix,47.923,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_DATA_INTERNET_APP,数据及互联网应用服务收入,Revenue,Statutory Service Mix,60.833,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_DATA_INTERNET_APP,数据及互联网应用服务收入,Revenue,Statutory Service Mix,77.78,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_DATA_INTERNET_APP,数据及互联网应用服务收入,Revenue,Statutory Service Mix,89.645,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_DATA_INTERNET_APP,数据及互联网应用服务收入,Revenue,Statutory Service Mix,99.358,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_DATA_INTERNET_APP,数据及互联网应用服务收入,Revenue,Statutory Service Mix,103.559,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_OTHER_VAS,其他增值服务收入,Revenue,Statutory Service Mix,21.287,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_OTHER_VAS,其他增值服务收入,Revenue,Statutory Service Mix,22.444,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_OTHER_VAS,其他增值服务收入,Revenue,Statutory Service Mix,26.17,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_OTHER_VAS,其他增值服务收入,Revenue,Statutory Service Mix,29.19,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_OTHER_VAS,其他增值服务收入,Revenue,Statutory Service Mix,30.189,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_OTHER_VAS,其他增值服务收入,Revenue,Statutory Service Mix,30.627,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_INTERCONNECTION,网间结算收入,Revenue,Statutory Service Mix,12.307,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_INTERCONNECTION,网间结算收入,Revenue,Statutory Service Mix,12.542,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_INTERCONNECTION,网间结算收入,Revenue,Statutory Service Mix,12.947,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_INTERCONNECTION,网间结算收入,Revenue,Statutory Service Mix,12.878,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_INTERCONNECTION,网间结算收入,Revenue,Statutory Service Mix,12.602,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_INTERCONNECTION,网间结算收入,Revenue,Statutory Service Mix,12.3,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_TRANSMISSION_LINES,线路及数据传送收入,Revenue,Statutory Service Mix,16.519,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_TRANSMISSION_LINES,线路及数据传送收入,Revenue,Statutory Service Mix,17.894,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_TRANSMISSION_LINES,线路及数据传送收入,Revenue,Statutory Service Mix,20.448,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_TRANSMISSION_LINES,线路及数据传送收入,Revenue,Statutory Service Mix,22.666,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_TRANSMISSION_LINES,线路及数据传送收入,Revenue,Statutory Service Mix,24.26,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_TRANSMISSION_LINES,线路及数据传送收入,Revenue,Statutory Service Mix,24.191,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,REV_OTHER_SERVICE,其他服务收入,Revenue,Statutory Service Mix,3.865,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,REV_OTHER_SERVICE,其他服务收入,Revenue,Statutory Service Mix,4.483,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,REV_OTHER_SERVICE,其他服务收入,Revenue,Statutory Service Mix,4.782,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,REV_OTHER_SERVICE,其他服务收入,Revenue,Statutory Service Mix,4.836,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,REV_OTHER_SERVICE,其他服务收入,Revenue,Statutory Service Mix,4.977,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,REV_OTHER_SERVICE,其他服务收入,Revenue,Statutory Service Mix,4.283,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_OPERATING,经营成本,Cost,Group,292.72,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_OPERATING,经营成本,Cost,Group,317.18,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_OPERATING,经营成本,Cost,Group,342.6,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_OPERATING,经营成本,Cost,Group,357.63,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_OPERATING,经营成本,Cost,Group,373.56,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_OPERATING,经营成本,Cost,Group,373.63,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_INTERCONNECTION,网间结算成本,Cost,Group,10.57,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_INTERCONNECTION,网间结算成本,Cost,Group,11.56,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_INTERCONNECTION,网间结算成本,Cost,Group,10.95,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_INTERCONNECTION,网间结算成本,Cost,Group,11.29,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_INTERCONNECTION,网间结算成本,Cost,Group,11.22,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_INTERCONNECTION,网间结算成本,Cost,Group,11.04,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_DA,折旧摊销,Cost,Group,83.02,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_DA,折旧摊销,Cost,Group,85.65,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_DA,折旧摊销,Cost,Group,86.83,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_DA,折旧摊销,Cost,Group,84.85,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_DA,折旧摊销,Cost,Group,83.39,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_DA,折旧摊销,Cost,Group,80.83,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_NETWORK,网络运行及支撑成本,Cost,Group,46.29,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_NETWORK,网络运行及支撑成本,Cost,Group,53.09,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_NETWORK,网络运行及支撑成本,Cost,Group,56.42,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_NETWORK,网络运行及支撑成本,Cost,Group,60.03,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_NETWORK,网络运行及支撑成本,Cost,Group,64.32,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_NETWORK,网络运行及支撑成本,Cost,Group,65.23,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_EMPLOYEE,人工成本,Cost,Group,55.74,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_EMPLOYEE,人工成本,Cost,Group,58.94,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_EMPLOYEE,人工成本,Cost,Group,60.72,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_EMPLOYEE,人工成本,Cost,Group,62.94,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_EMPLOYEE,人工成本,Cost,Group,64.93,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_EMPLOYEE,人工成本,Cost,Group,66.55,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_PRODUCTS,销售通信产品成本,Cost,Group,26.86,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_PRODUCTS,销售通信产品成本,Cost,Group,30.68,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_PRODUCTS,销售通信产品成本,Cost,Group,34.72,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_PRODUCTS,销售通信产品成本,Cost,Group,36.4,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_PRODUCTS,销售通信产品成本,Cost,Group,42.47,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_PRODUCTS,销售通信产品成本,Cost,Group,42.94,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_SELLING,销售费用,Cost,Group,30.46,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_SELLING,销售费用,Cost,Group,32.21,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_SELLING,销售费用,Cost,Group,34.46,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_SELLING,销售费用,Cost,Group,35.83,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_SELLING,销售费用,Cost,Group,36.98,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_SELLING,销售费用,Cost,Group,37.41,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2020,Annual,COST_GA_OTHER_COMBINED,管理及其他经营费用（合并口径）,Cost,Group,39.78,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2020,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2021,Annual,COST_GA_OTHER_COMBINED,管理及其他经营费用（合并口径）,Cost,Group,45.05,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2021,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2022,Annual,COST_GA_OTHER_COMBINED,管理及其他经营费用（合并口径）,Cost,Group,58.5,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2022,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_GA,管理费用,Cost,Group,5.53,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_GA,管理费用,Cost,Group,5.12,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_GA,管理费用,Cost,Group,5.0,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2023,Annual,COST_OTHER_OPERATING,其他经营费用,Cost,Group,60.76,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2023,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2024,Annual,COST_OTHER_OPERATING,其他经营费用,Cost,Group,65.13,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2024,High,,,,,
CU_PHASE1_20260803_V1,中国联通,H,H股经营主体,2025,Annual,COST_OTHER_OPERATING,其他经营费用,Cost,Group,64.63,RMB bn,CNY,1000000000.0,Actual,Actual,S_H2025,High,,,,,
